Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Borough,Latitude,Longitude
32271052,12/25/2015 23:11,12/28/2015 11:35,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11103,30-47 34 STREET,34 STREET,30 AVE,31 AVE,,,ADDRESS,Astoria,N/A,,12/28/2015 11:35,01 QUEENS,QUEENS,1006416,217828,QUEENS,40.76453618,-73.91998191
32270748,12/25/2015 23:10,1/4/2016 17:45,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10305,117 MILLS AVENUE,MILLS AVENUE,CEDAR AVE,ROBIN RD,,,ADDRESS,STATEN ISLAND,N/A,,1/4/2016 17:45,02 STATEN ISLAND,STATEN ISLAND,965579,155870,STATEN ISLAND,40.59448369,-74.06722967
32276224,12/25/2015 23:09,1/25/2016 9:38,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11355,42-31 COLDEN STREET,COLDEN STREET,,,,,ADDRESS,Flushing,N/A,,1/25/2016 9:38,07 QUEENS,QUEENS,1032288,214038,QUEENS,40.75403089,-73.82661262
32274260,12/25/2015 23:09,1/25/2016 9:38,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11355,42-31 COLDEN STREET,COLDEN STREET,,,,,ADDRESS,Flushing,N/A,,1/25/2016 9:38,07 QUEENS,QUEENS,1032288,214038,QUEENS,40.75403089,-73.82661262
32275339,12/25/2015 23:09,1/25/2016 9:38,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11355,42-31 COLDEN STREET,COLDEN STREET,,,,,ADDRESS,Flushing,N/A,,1/25/2016 9:38,07 QUEENS,QUEENS,1032288,214038,QUEENS,40.75403089,-73.82661262
32270663,12/25/2015 23:09,12/26/2015 0:33,NYPD,New York City Police Department,Posting Advertisement,Vehicle,Street/Sidewalk,10312,545 ANNADALE ROAD,ANNADALE ROAD,WOLCOTT AVENUE,LAREDO AVENUE,,,ADDRESS,STATEN ISLAND,Precinct,12/26/2015 7:09,12/26/2015 0:33,03 STATEN ISLAND,STATEN ISLAND,935699,139413,STATEN ISLAND,40.54919922,-74.1747018
32273288,12/25/2015 23:09,12/26/2015 12:00,DSNY,A - Staten Island,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10309,,,,,VETERANS ROAD WEST,BLOOMINGDALE ROAD,INTERSECTION,STATEN ISLAND,N/A,,12/26/2015 12:00,03 STATEN ISLAND,STATEN ISLAND,922878,139403,STATEN ISLAND,40.54909232,-74.22083553
32270682,12/25/2015 23:08,12/26/2015 2:08,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10456,1021 TRINITY AVENUE,TRINITY AVENUE,EAST 165 STREET,EAST 166 STREET,,,ADDRESS,BRONX,Precinct,12/26/2015 7:08,12/26/2015 2:08,03 BRONX,BRONX,1010579,240027,BRONX,40.82545496,-73.90486668
32272246,12/25/2015 23:07,12/26/2015 2:06,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11105,20-23 42 STREET,42 STREET,20 AVENUE,20 ROAD,,,ADDRESS,ASTORIA,Precinct,12/26/2015 7:07,12/26/2015 2:06,01 QUEENS,QUEENS,1011715,221615,QUEENS,40.77491563,-73.90083734
32272706,12/25/2015 23:07,12/26/2015 0:33,NYPD,New York City Police Department,Posting Advertisement,Vehicle,Street/Sidewalk,10312,545 ANNADALE ROAD,ANNADALE ROAD,WOLCOTT AVENUE,LAREDO AVENUE,,,ADDRESS,STATEN ISLAND,Precinct,12/26/2015 7:07,12/26/2015 0:33,03 STATEN ISLAND,STATEN ISLAND,935699,139413,STATEN ISLAND,40.54919922,-74.1747018
32271617,12/25/2015 23:05,12/26/2015 0:32,NYPD,New York City Police Department,Posting Advertisement,Vehicle,Street/Sidewalk,10312,177 LAREDO AVENUE,LAREDO AVENUE,POMPEY AVENUE,ANNADALE ROAD,,,ADDRESS,STATEN ISLAND,Precinct,12/26/2015 7:05,12/26/2015 0:32,03 STATEN ISLAND,STATEN ISLAND,935996,139374,STATEN ISLAND,40.5490938,-74.17363282
32271992,12/25/2015 23:04,1/20/2016 13:50,DOT,Department of Transportation,DOT Literature Request,2016 Alternate Side Parking Calendar - English,,,,,,,,,,,N/A,1/27/2016 13:39,1/20/2016 13:39,0 Unspecified,Unspecified,,,Unspecified,,
32271235,12/25/2015 23:04,12/26/2015 4:51,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11377,30-99 54 STREET,54 STREET,51 STREET,31 AVENUE,,,ADDRESS,WOODSIDE,Precinct,12/26/2015 7:04,12/26/2015 4:51,01 QUEENS,QUEENS,1009910,215121,QUEENS,40.75709671,-73.9073791
32273599,12/25/2015 23:03,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11233,1370 HERKIMER STREET,HERKIMER STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/25/2015 0:00,16 BROOKLYN,BROOKLYN,1009700,186074,BROOKLYN,40.67737032,-73.90824692
32277043,12/25/2015 23:03,,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11233,1370 HERKIMER STREET,HERKIMER STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/25/2015 0:00,16 BROOKLYN,BROOKLYN,1009700,186074,BROOKLYN,40.67737032,-73.90824692
32274221,12/25/2015 23:03,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11233,1370 HERKIMER STREET,HERKIMER STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/25/2015 0:00,16 BROOKLYN,BROOKLYN,1009700,186074,BROOKLYN,40.67737032,-73.90824692
32276139,12/25/2015 23:03,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,RADIATOR,RESIDENTIAL BUILDING,11233,1370 HERKIMER STREET,HERKIMER STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/25/2015 0:00,16 BROOKLYN,BROOKLYN,1009700,186074,BROOKLYN,40.67737032,-73.90824692
32272710,12/25/2015 23:03,12/25/2015 23:03,DSNY,BCC - Queens West,Derelict Vehicles,14 Derelict Vehicles,Street,11377,32-19 54 STREET,54 STREET,32 AVENUE,NORTHERN BOULEVARD,,,ADDRESS,Woodside,DSNY Garage,,12/25/2015 23:03,01 QUEENS,QUEENS,1010031,214254,QUEENS,40.75471667,-73.90694567
32276536,12/25/2015 23:02,12/26/2015 8:50,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10460,883 EAST  180 STREET,EAST  180 STREET,,,,,ADDRESS,BRONX,N/A,,12/26/2015 8:50,06 BRONX,BRONX,1016659,247230,BRONX,40.84520488,-73.88286333
32271141,12/25/2015 23:02,12/29/2015 12:00,DSNY,A - Canine Task Force Citywide,Dirty Conditions,E8 Canine Violation,Sidewalk,10472,1003 ELDER AVENUE,ELDER AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,,,ADDRESS,BRONX,N/A,,12/29/2015 12:00,09 BRONX,BRONX,1017971,239577,BRONX,40.82419472,-73.87815982
32271305,12/25/2015 23:01,12/26/2015 0:46,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10462,2253 LYON AVENUE,LYON AVENUE,GLEBE AVENUE,DORIS STREET,,,ADDRESS,BRONX,Precinct,12/26/2015 7:01,12/26/2015 0:46,10 BRONX,BRONX,1025632,243845,BRONX,40.83587657,-73.85045293
32270670,12/25/2015 23:00,12/26/2015 2:01,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11235,3152 BRIGHTON 6 STREET,BRIGHTON 6 STREET,BRIGHTWATER COURT,BOARDWALK,,,ADDRESS,BROOKLYN,Precinct,12/26/2015 7:00,12/26/2015 2:01,13 BROOKLYN,BROOKLYN,995046,149032,BROOKLYN,40.57572784,-73.96113718
32272103,12/25/2015 23:00,12/26/2015 0:43,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,10452,,,,,MACOMBS ROAD,WEST 172 STREET,INTERSECTION,BRONX,N/A,,12/26/2015 2:20,04 BRONX,BRONX,1006952,246135,BRONX,40.84222972,-73.91795127
32276712,12/25/2015 22:59,1/11/2016 9:18,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11372,70-34 BROADWAY,BROADWAY,,,,,ADDRESS,Jackson Heights,N/A,,1/11/2016 9:18,03 QUEENS,QUEENS,1013427,211834,QUEENS,40.74806383,-73.89469861
32276951,12/25/2015 22:59,12/25/2015 22:59,HPD,Department of Housing Preservation and Development,GENERAL,SIGNAGE MISSING,RESIDENTIAL BUILDING,11372,70-34 BROADWAY,BROADWAY,,,,,ADDRESS,Jackson Heights,N/A,,12/25/2015 22:59,03 QUEENS,QUEENS,1013427,211834,QUEENS,40.74806383,-73.89469861
32277530,12/25/2015 22:59,12/29/2015 11:47,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11372,70-34 BROADWAY,BROADWAY,,,,,ADDRESS,Jackson Heights,N/A,,12/29/2015 11:47,03 QUEENS,QUEENS,1013427,211834,QUEENS,40.74806383,-73.89469861
32271977,12/25/2015 22:58,12/25/2015 23:36,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,102-37 NICOLLS AVENUE,NICOLLS AVENUE,102 STREET,104 STREET,,,ADDRESS,CORONA,Precinct,12/26/2015 6:58,12/25/2015 23:36,04 QUEENS,QUEENS,1022694,210718,QUEENS,40.74496526,-73.86125992
32270661,12/25/2015 22:58,12/25/2015 23:32,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11230,1389 EAST 18 STREET,EAST 18 STREET,AVENUE M,AVENUE N,,,ADDRESS,BROOKLYN,Precinct,12/26/2015 6:58,12/25/2015 23:32,14 BROOKLYN,BROOKLYN,996223,163980,BROOKLYN,40.61675557,-73.9568738
32272443,12/25/2015 22:57,12/26/2015 6:41,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10034,675 ACADEMY STREET,ACADEMY STREET,BROADWAY,COOPER STREET,,,ADDRESS,NEW YORK,Precinct,12/26/2015 6:57,12/26/2015 6:41,12 MANHATTAN,MANHATTAN,1004912,255090,MANHATTAN,40.86681353,-73.92529656
32270660,12/25/2015 22:57,12/26/2015 0:32,NYPD,New York City Police Department,Posting Advertisement,Vehicle,Street/Sidewalk,10312,177 LAREDO AVENUE,LAREDO AVENUE,POMPEY AVENUE,ANNADALE ROAD,,,ADDRESS,STATEN ISLAND,Precinct,12/26/2015 6:57,12/26/2015 0:32,03 STATEN ISLAND,STATEN ISLAND,935996,139374,STATEN ISLAND,40.5490938,-74.17363282
32271392,12/25/2015 22:57,12/27/2015 9:00,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10309,,,,,BLOOMINGDALE ROAD,VETERANS ROAD WEST,INTERSECTION,STATEN ISLAND,N/A,,12/27/2015 9:00,03 STATEN ISLAND,STATEN ISLAND,922878,139403,STATEN ISLAND,40.54909232,-74.22083553
32273022,12/25/2015 22:56,12/25/2015 23:23,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10022,,,,,EAST   51 STREET,2 AVENUE,INTERSECTION,NEW YORK,Precinct,12/26/2015 6:56,12/25/2015 23:23,06 MANHATTAN,MANHATTAN,993097,214529,MANHATTAN,40.75550463,-73.96806713
32272123,12/25/2015 22:56,12/26/2015 0:31,NYPD,New York City Police Department,Posting Advertisement,Vehicle,Street/Sidewalk,10312,177 LAREDO AVENUE,LAREDO AVENUE,POMPEY AVENUE,ANNADALE ROAD,,,ADDRESS,STATEN ISLAND,Precinct,12/26/2015 6:56,12/26/2015 0:31,03 STATEN ISLAND,STATEN ISLAND,935996,139374,STATEN ISLAND,40.5490938,-74.17363282
32273238,12/25/2015 22:54,12/26/2015 7:40,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11236,1 PAERDEGAT 2 STREET,PAERDEGAT 2 STREET,PAERDEGAT AVENUE NORTH,EAST 80 STREET,,,ADDRESS,BROOKLYN,Precinct,12/26/2015 6:54,12/26/2015 7:40,18 BROOKLYN,BROOKLYN,1008637,169486,BROOKLYN,40.6318429,-73.91213926
32270788,12/25/2015 22:52,12/28/2015 9:39,DOT,Department of Transportation,Street Light Condition,Street Light Lamp Missing,,,-999 CASE ST,CASE ST,89 ST,ELMHURST AVE,,,ADDRESS,,N/A,,12/28/2015 9:39,Unspecified QUEENS,QUEENS,,,QUEENS,,
32271295,12/25/2015 22:51,12/26/2015 12:00,DSNY,A - Staten Island,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10309,,,,,DRUMGOOLE ROAD WEST,BLOOMINGDALE ROAD,INTERSECTION,STATEN ISLAND,N/A,,12/26/2015 12:00,03 STATEN ISLAND,STATEN ISLAND,923974,131952,STATEN ISLAND,40.52864831,-74.21682544
32272184,12/25/2015 22:50,12/25/2015 23:19,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,59-40 157 STREET,157 STREET,59 AVENUE,LONG ISLAND EXPRESSWAY,,,ADDRESS,FLUSHING,Precinct,12/26/2015 6:50,12/25/2015 23:19,07 QUEENS,QUEENS,1036542,208762,QUEENS,40.7395255,-73.81129939
32272024,12/25/2015 22:49,12/25/2015 22:49,DSNY,BCC - Bronx,Derelict Vehicles,14 Derelict Vehicles,Street,10462,1206 OLMSTEAD AVENUE,OLMSTEAD AVENUE,CROSS BRONX EXPRESSWAY,ELLIS AVENUE,,,ADDRESS,BRONX,DSNY Garage,,12/25/2015 22:49,09 BRONX,BRONX,1024608,242363,BRONX,40.83181365,-73.85416239
32274257,12/25/2015 22:48,1/2/2016 1:03,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10472,1025 BOYNTON AVENUE,BOYNTON AVENUE,,,,,ADDRESS,BRONX,N/A,,1/2/2016 1:03,09 BRONX,BRONX,1018209,239723,BRONX,40.82459453,-73.87729914
32274916,12/25/2015 22:48,1/2/2016 1:03,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10472,1025 BOYNTON AVENUE,BOYNTON AVENUE,,,,,ADDRESS,BRONX,N/A,,1/2/2016 1:03,09 BRONX,BRONX,1018209,239723,BRONX,40.82459453,-73.87729914
32277042,12/25/2015 22:48,1/2/2016 1:03,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10472,1025 BOYNTON AVENUE,BOYNTON AVENUE,,,,,ADDRESS,BRONX,N/A,,1/2/2016 1:03,09 BRONX,BRONX,1018209,239723,BRONX,40.82459453,-73.87729914
32271075,12/25/2015 22:48,12/28/2015 11:29,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11216,802 PARK PLACE,PARK PLACE,ROGERS AVE,NOSTRAND AVE,,,ADDRESS,BROOKLYN,N/A,,12/28/2015 11:29,08 BROOKLYN,BROOKLYN,997769,184644,BROOKLYN,40.67347156,-73.95126377
32272984,12/25/2015 22:47,12/26/2015 12:00,DSNY,A - Staten Island,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10312,,,,,ARTHUR KILL ROAD,DRUMGOOLE ROAD WEST,INTERSECTION,STATEN ISLAND,N/A,,12/26/2015 12:00,02 STATEN ISLAND,STATEN ISLAND,936500,143901,STATEN ISLAND,40.56152225,-74.17185124
32271968,12/25/2015 22:46,12/25/2015 23:15,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10031,,,,,WEST  150 STREET,BROADWAY,INTERSECTION,NEW YORK,Precinct,12/26/2015 6:46,12/25/2015 23:15,09 MANHATTAN,MANHATTAN,998602,241527,MANHATTAN,40.82959962,-73.94813938
32276025,12/25/2015 22:46,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11233,1370 HERKIMER STREET,HERKIMER STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/25/2015 0:00,16 BROOKLYN,BROOKLYN,1009700,186074,BROOKLYN,40.67737032,-73.90824692
32276776,12/25/2015 22:46,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11233,1370 HERKIMER STREET,HERKIMER STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/25/2015 0:00,16 BROOKLYN,BROOKLYN,1009700,186074,BROOKLYN,40.67737032,-73.90824692
32276493,12/25/2015 22:46,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11233,1370 HERKIMER STREET,HERKIMER STREET,,,,,ADDRESS,BROOKLYN,N/A,,12/25/2015 0:00,16 BROOKLYN,BROOKLYN,1009700,186074,BROOKLYN,40.67737032,-73.90824692
32271821,12/25/2015 22:44,12/28/2015 11:34,DCA,Department of Consumer Affairs,Consumer Complaint,Unlicensed,,11418,111-15 JAMAICA AVENUE,JAMAICA AVENUE,111 STREET,112 STREET,,,ADDRESS,RICHMOND HILL,N/A,12/29/2015 22:44,12/28/2015 11:34,09 QUEENS,QUEENS,1029454,193256,QUEENS,40.6970044,-73.83698117
32270965,12/25/2015 22:43,12/25/2015 23:15,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10031,1850 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 151 STREET,WEST 152 STREET,,,ADDRESS,NEW YORK,Precinct,12/26/2015 6:43,12/25/2015 23:15,09 MANHATTAN,MANHATTAN,999581,241442,MANHATTAN,40.82936467,-73.94460198
32270756,12/25/2015 22:42,12/28/2015 11:28,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11367,144-23 JEWEL AVENUE,JEWEL AVENUE,MAIN ST,147 ST,,,ADDRESS,Flushing,N/A,,12/28/2015 11:28,08 QUEENS,QUEENS,1033356,205365,QUEENS,40.73021985,-73.82282113
32271922,12/25/2015 22:42,12/26/2015 12:00,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1R Missed Recycling-All Materials,Sidewalk,11207,1286 BUSHWICK AVENUE,BUSHWICK AVENUE,HALSEY STREET,ELDERT STREET,,,ADDRESS,BROOKLYN,DSNY Garage,,12/26/2015 12:00,04 BROOKLYN,BROOKLYN,1008282,189494,BROOKLYN,40.6867614,-73.91334694
32272782,12/25/2015 22:42,12/29/2015 22:45,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10028,21 EAST END AVENUE,EAST END AVENUE,E 80 ST,E 81 ST,,,ADDRESS,NEW YORK,N/A,,12/29/2015 22:45,08 MANHATTAN,MANHATTAN,998801,220257,MANHATTAN,40.77121897,-73.94746639
32271822,12/25/2015 22:41,12/26/2015 0:04,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,3971 GOUVERNEUR AVENUE,GOUVERNEUR AVENUE,SEDGWICK AVENUE,VAN CORTLANDT PARK SOUTH,,,ADDRESS,BRONX,Precinct,12/26/2015 6:41,12/26/2015 0:04,08 BRONX,BRONX,1014155,261193,BRONX,40.8835379,-73.89185129
32273152,12/25/2015 22:40,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,Street,10462,1555 ODELL STREET,ODELL STREET,ST RAYMONDS AVENUE,DEAD END,,,ADDRESS,BRONX,N/A,2/11/2016 9:25,12/28/2015 9:26,09 BRONX,BRONX,1024491,244675,BRONX,40.83815994,-73.85457131
32271294,12/25/2015 22:40,12/25/2015 23:05,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11218,411 EAST 2 STREET,EAST 2 STREET,BEVERLEY ROAD,AVENUE C,,,ADDRESS,BROOKLYN,Precinct,12/26/2015 6:40,12/25/2015 23:05,12 BROOKLYN,BROOKLYN,990366,172951,BROOKLYN,40.64138505,-73.97796231
32272409,12/25/2015 22:39,12/26/2015 5:32,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10304,51 COURSEN PLACE,COURSEN PLACE,PINE PLACE,DIX PLACE,,,ADDRESS,STATEN ISLAND,Precinct,12/26/2015 6:39,12/26/2015 5:32,01 STATEN ISLAND,STATEN ISLAND,962301,165150,STATEN ISLAND,40.61994787,-74.07906309
32271158,12/25/2015 22:38,12/26/2015 0:43,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,62-03 CATALPA AVENUE,CATALPA AVENUE,62 STREET,64 STREET,,,ADDRESS,RIDGEWOOD,Precinct,12/26/2015 6:38,12/26/2015 0:43,05 QUEENS,QUEENS,1013452,195861,QUEENS,40.70422178,-73.89467769
32272116,12/25/2015 22:38,12/25/2015 23:37,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11418,111-15 JAMAICA AVENUE,JAMAICA AVENUE,111 STREET,112 STREET,,,ADDRESS,RICHMOND HILL,Precinct,12/26/2015 6:38,12/25/2015 23:37,09 QUEENS,QUEENS,1029454,193256,QUEENS,40.6970044,-73.83698117
32272121,12/25/2015 22:38,12/26/2015 5:33,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10304,51 COURSEN PLACE,COURSEN PLACE,PINE PLACE,DIX PLACE,,,ADDRESS,STATEN ISLAND,Precinct,12/26/2015 6:38,12/26/2015 5:33,01 STATEN ISLAND,STATEN ISLAND,962301,165150,STATEN ISLAND,40.61994787,-74.07906309
32273001,12/25/2015 22:37,12/26/2015 5:33,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10304,51 COURSEN PLACE,COURSEN PLACE,PINE PLACE,DIX PLACE,,,ADDRESS,STATEN ISLAND,Precinct,12/26/2015 6:37,12/26/2015 5:33,01 STATEN ISLAND,STATEN ISLAND,962301,165150,STATEN ISLAND,40.61994787,-74.07906309
32270985,12/25/2015 22:37,12/26/2015 2:20,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,83-20 98 STREET,98 STREET,WOODHAVEN BOULEVARD,BEND,,,ADDRESS,WOODHAVEN,Precinct,12/26/2015 6:37,12/26/2015 2:20,09 QUEENS,QUEENS,1025086,194282,QUEENS,40.69984176,-73.85272721
32271684,12/25/2015 22:36,12/25/2015 23:05,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11218,411 EAST 2 STREET,EAST 2 STREET,BEVERLEY ROAD,AVENUE C,,,ADDRESS,BROOKLYN,Precinct,12/26/2015 6:36,12/25/2015 23:05,12 BROOKLYN,BROOKLYN,990366,172951,BROOKLYN,40.64138505,-73.97796231
32274822,12/25/2015 22:36,12/31/2015 1:09,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11225,476 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,N/A,,12/31/2015 1:09,09 BROOKLYN,BROOKLYN,997394,183367,BROOKLYN,40.66996704,-73.95261814
32271004,12/25/2015 22:36,12/26/2015 5:33,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10304,51 COURSEN PLACE,COURSEN PLACE,PINE PLACE,DIX PLACE,,,ADDRESS,STATEN ISLAND,Precinct,12/26/2015 6:36,12/26/2015 5:33,01 STATEN ISLAND,STATEN ISLAND,962301,165150,STATEN ISLAND,40.61994787,-74.07906309
32271449,12/25/2015 22:36,12/26/2015 0:24,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10472,1207 BEACH AVENUE,BEACH AVENUE,GLEASON AVENUE,WESTCHESTER AVENUE,,,ADDRESS,BRONX,Precinct,12/26/2015 6:36,12/26/2015 0:24,09 BRONX,BRONX,1021327,241829,BRONX,40.83036236,-73.86602154
32271774,12/25/2015 22:36,12/26/2015 7:22,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,65-05 79 STREET,79 STREET,FURMANVILLE AVENUE,JUNIPER VALLEY ROAD,,,ADDRESS,MIDDLE VILLAGE,Precinct,12/26/2015 6:36,12/26/2015 7:22,05 QUEENS,QUEENS,1019071,200616,QUEENS,40.71725278,-73.87438718
32272816,12/25/2015 22:36,12/25/2015 23:24,NYPD,New York City Police Department,Animal Abuse,Other (complaint details),Residential Building/House,10459,985 EAST 163 STREET,EAST 163 STREET,TIFFANY STREET,FOX STREET,,,ADDRESS,BRONX,Precinct,12/26/2015 6:36,12/25/2015 23:24,02 BRONX,BRONX,1013555,238404,BRONX,40.82099092,-73.89412074
32273112,12/25/2015 22:34,12/26/2015 1:12,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10036,251 WEST 48 STREET,WEST 48 STREET,BROADWAY,8 AVENUE,,,ADDRESS,NEW YORK,Precinct,12/26/2015 6:34,12/26/2015 1:12,05 MANHATTAN,MANHATTAN,988150,216378,MANHATTAN,40.76058323,-73.98592204
32274759,12/25/2015 22:32,12/30/2015 1:04,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10463,213 WEST  238 STREET,WEST  238 STREET,,,,,ADDRESS,BRONX,N/A,,12/30/2015 1:04,08 BRONX,BRONX,1012109,261611,BRONX,40.88469187,-73.89924871
32273246,12/25/2015 22:29,12/25/2015 23:18,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10038,49 ANN STREET,ANN STREET,NASSAU STREET,WILLIAM STREET,,,ADDRESS,NEW YORK,Precinct,12/26/2015 6:29,12/25/2015 23:18,01 MANHATTAN,MANHATTAN,982357,198060,MANHATTAN,40.7103055,-74.00682807
32288672,12/25/2015 22:29,12/29/2015 12:00,DSNY,BCC - Brooklyn North,Sanitation Condition,12 Dead Animals,Sidewalk,11208,599 LINWOOD STREET,LINWOOD STREET,SUTTER AVENUE,BLAKE AVENUE,,,ADDRESS,BROOKLYN,DSNY Garage,,12/29/2015 12:00,05 BROOKLYN,BROOKLYN,1017058,183607,BROOKLYN,40.67057475,-73.88173169
32272761,12/25/2015 22:28,12/25/2015 23:39,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,88-25 75 STREET,75 STREET,88 AVENUE,88 ROAD,,,ADDRESS,WOODHAVEN,Precinct,12/26/2015 6:28,12/25/2015 23:39,09 QUEENS,QUEENS,1021441,190255,QUEENS,40.68880466,-73.86589491
32271166,12/25/2015 22:28,12/25/2015 22:28,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,N/A,,,0 Unspecified,Unspecified,,,Unspecified,,
32272149,12/25/2015 22:26,12/25/2015 23:24,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,90-02 43 AVENUE,43 AVENUE,ITHACA STREET,HAMPTON STREET,,,ADDRESS,ELMHURST,Precinct,12/26/2015 6:26,12/25/2015 23:24,04 QUEENS,QUEENS,1018758,210004,QUEENS,40.74302175,-73.87546815
